zpid,city,state,homeStatus,streetAddress,zipcode,bedrooms,bathrooms,price,longitude,latitude,homeType,lotSize,zestimate,rentZestimate,dateSoldString,taxAssessedValue,taxAssessedYear,parcelId
92134055,Huntsville,AL,OTHER,3318 Helena Dr NW,35810,3.0,2.0,177600,-86.604416,34.770653,SINGLE_FAMILY,12196.0,177600.0,1450,2006-09-06,22340.0,2023.0,1406232002009000
149198052,Cape Elizabeth,ME,OTHER,10 Apple Tree Ln,04107,3.0,3.0,1004800,-70.2567,43.59335,SINGLE_FAMILY,13939.0,1004800.0,4740,2009-06-04,424200.0,2022.0,CAPEU58031000000
7946743,Glendale,AZ,SOLD,4026 W Danbury Dr,85308,4.0,2.0,457000,-112.14648,33.64175,SINGLE_FAMILY,9695.0,524400.0,2428,2021-09-28,32860.0,2023.0,20718068
55107833,Las Vegas,NV,OTHER,8818 Rambling Rock Ct,89148,3.0,2.5,460700,-115.28426,36.0784,SINGLE_FAMILY,3484.0,460700.0,2195,2006-05-17,101390.0,2024.0,16332610030
83575147,Saint Clair Shores,MI,OTHER,24920 Princeton St,48080,3.0,1.0,239200,-82.91219,42.479458,SINGLE_FAMILY,6534.0,239200.0,1550,2018-12-14,91800.0,2023.0,091428207010
10864173,Charleston,SC,OTHER,852 E Estates Blvd,29414,3.0,2.0,474500,-80.049255,32.79904,SINGLE_FAMILY,10890.0,474500.0,2800,2012-09-04,5890.0,2023.0,3091300001
2078589555,Myrtle Beach,SC,OTHER,863 Gammon Dr.,29579,3.0,2.0,477200,-78.940285,33.704536,SINGLE_FAMILY,8276.0,477200.0,2825,2021-02-26,,,42610040024
104653465,Heyburn,ID,OTHER,1922 V St,83336,4.0,2.0,300800,-113.77454,42.559814,SINGLE_FAMILY,16509.0,300800.0,1995,2002-06-01,206846.0,2022.0,RPH2850014000M
70573566,Fort Worth,TX,OTHER,8129 Hennessey Trl,76131,4.0,2.0,323000,-97.339005,32.88779,SINGLE_FAMILY,6098.0,323000.0,2384,2016-05-06,347158.0,2023.0,40729044
162232944,Dallas,TX,OTHER,2402 Barnes Bridge Rd,75228,3.0,2.0,254700,-96.671684,32.85037,SINGLE_FAMILY,8846.0,254700.0,1999,2014-02-12,197490.0,2023.0,00000384166000000
49882358,Warner Robins,GA,OTHER,302 Tortoise Way,31088,,2.0,202100,-83.64019,32.575474,SINGLE_FAMILY,19166.0,202100.0,1798,2012-08-10,50560.0,2022.0,0W76A0075000
71044779,Jacksonville,FL,OTHER,12700 Bartram Park Blvd APT 336,32258,1.0,1.0,181800,-81.5504,30.138721,CONDO,4000.0,181800.0,1350,2018-11-09,93541.0,2023.0,1587630144
27591591,Missouri City,TX,OTHER,2006 Feather Ridge Dr,77489,3.0,2.0,224100,-95.5321,29.597017,SINGLE_FAMILY,6600.0,224100.0,1794,2011-05-04,213154.0,2023.0,5863010110520907
53282274,Mc Clellandtown,PA,RECENTLY_SOLD,127 College Ave,15458,2.0,1.0,63000,-79.87196,39.886684,SINGLE_FAMILY,18295.0,139300.0,1138,2023-08-21,48550.0,2023.0,15230008
102878685,Bloomington,IN,OTHER,3009 E Daniel St,47401,4.0,4.0,526300,-86.49185,39.137825,SINGLE_FAMILY,10454.0,526300.0,2999,2012-10-11,436800.0,2023.0,530811314025000009
49324498,Puyallup,WA,OTHER,14715 105th Avenue Ct E,98374,3.0,1.75,489000,-122.28798,47.122265,SINGLE_FAMILY,10637.0,489000.0,2767,1986-10-03,403100.0,2023.0,7760300030
79831752,Beaumont,CA,OTHER,1561 Big Sky Dr,92223,3.0,2.0,425800,-116.95054,33.945934,SINGLE_FAMILY,0.0,425800.0,2749,2012-11-29,186336.0,2023.0,419531012
42145640,Memphis,TN,OTHER,2581 School Ave,38112,4.0,2.0,255400,-89.974525,35.138954,SINGLE_FAMILY,7405.0,255400.0,1795,2019-10-22,47450.0,2023.0,03303200002
32171944,Jamaica,NY,OTHER,11209 Rockaway Blvd,11420,,,1087100,-73.82611,40.677544,SINGLE_FAMILY,2651.0,1087100.0,3140,2016-07-19,218250.0,2023.0,116170039
87707521,Chicago,IL,OTHER,2703 W Lawrence Ave #3,60625,2.0,1.0,252300,-87.69654,41.96829,CONDO,12527.0,252300.0,1800,2020-11-20,20589.0,2022.0,13132000431010
34382074,Cincinnati,OH,SOLD,7229 Clovernook Ave,45231,3.0,1.0,86700,-84.53754,39.225693,SINGLE_FAMILY,9583.0,149100.0,1371,2021-07-06,30345.0,2023.0,5930008024400
67081892,Phoenix,AZ,SOLD,1623 W Corona Ave,85041,4.0,2.0,350000,-112.093735,33.40517,SINGLE_FAMILY,11204.0,383300.0,2500,2022-01-14,22680.0,2023.0,10561032
42215380,Memphis,TN,OTHER,5595 Glenwild Ave,38119,3.0,3.0,379300,-89.87543,35.090977,SINGLE_FAMILY,20473.0,379300.0,2448,2016-04-05,69800.0,2023.0,06709500008
45460109,Fort Myers,FL,OTHER,18473 Narcissus Rd,33967,3.0,2.0,396100,-81.822395,26.4693,SINGLE_FAMILY,9452.0,396100.0,2700,2019-06-25,236911.0,2023.0,17462507000450050
332855288,San Francisco,CA,OTHER,2429-2431 Anza St,94118,,2.0,2082200,-122.47437,37.77838,MULTI_FAMILY,2500.0,2082200.0,3800,2001-03-15,1325208.0,2023.0,1558046
51656671,Fletcher,NC,RECENTLY_SOLD,19 Norman Rd,28732,3.0,2.0,405000,-82.5275,35.43303,SINGLE_FAMILY,17859.0,431300.0,2495,2023-07-10,340900.0,2023.0,702623
249178310,Ruther Glen,VA,OTHER,638 Welsh Dr,22546,4.0,2.5,397200,-77.54542,38.0117,SINGLE_FAMILY,,397200.0,2700,2018-07-17,282935.0,2023.0,51A61B527
48532872,Beaverton,OR,OTHER,9985 SW Silver Pl,97008,4.0,3.0,674400,-122.8177,45.447803,SINGLE_FAMILY,11761.0,674400.0,3099,2008-03-25,312990.0,2023.0,1S128CD12000
29317993,Arlington,TX,OTHER,7400 Quail Ridge Dr,76002,4.0,3.0,434600,-97.11314,32.62594,SINGLE_FAMILY,9539.0,434600.0,2949,2019-01-16,438074.0,2023.0,07219598
55796376,Roseville,CA,OTHER,220 Halley Glen Dr,95678,3.0,2.0,572000,-121.301605,38.78055,SINGLE_FAMILY,4660.0,572000.0,2500,2015-07-16,384014.0,2023.0,360051016000
26528441,Lake Jackson,TX,OTHER,101 Portulaca St,77566,3.0,3.0,348500,-95.42478,29.041073,SINGLE_FAMILY,13913.0,348500.0,2369,2016-10-11,340010.0,2023.0,70380116000
21231286,Long Beach,CA,OTHER,1022 E 1st St UNIT 10,90802,1.0,1.0,400200,-118.18024,33.76686,TOWNHOUSE,8228.0,400200.0,1999,2013-03-04,153862.0,2023.0,7265003148
44437229,Jacksonville,FL,OTHER,8084 Paul Jones Dr,32208,3.0,1.0,115100,-81.66974,30.396847,SINGLE_FAMILY,6218.0,115100.0,1257,2004-10-29,63764.0,2023.0,0237810000
121789556,Elkhorn,NE,OTHER,18359 Harney St,68022,4.0,2.5,431400,-96.203094,41.256065,SINGLE_FAMILY,7841.0,431400.0,2500,2013-05-03,361900.0,2023.0,1222121296
299900572,Mint Hill,NC,OTHER,9202 Lawyers Rd,28227,,0.0,3171100,-80.689095,35.185627,SINGLE_FAMILY,117699.0,3171100.0,16057,2019-09-05,3778500.0,2023.0,13522131
108874594,Grand Island,NE,OTHER,216 W 17th St,68801,3.0,1.75,240300,-98.3519,40.939297,SINGLE_FAMILY,7840.0,240300.0,1300,2014-09-22,147272.0,2022.0,400063506
86374832,Baden,PA,OTHER,183 Wallrose Heights Rd,15005,3.0,1.5,200600,-80.15744,40.635178,CONDO,74487.0,200600.0,1657,1997-12-10,25900.0,2023.0,601850170000
63150873,Beaumont,CA,OTHER,1308 Silver Torch Dr,92223,4.0,3.0,584300,-116.952576,33.943256,SINGLE_FAMILY,6098.0,584300.0,2934,2020-02-25,394189.0,2023.0,419480038
45967440,Destin,FL,OTHER,87 Stingray St,32541,3.0,3.0,1209400,-86.42121,30.384129,SINGLE_FAMILY,7499.0,1209400.0,6756,2018-09-28,804297.0,2022.0,002S22058000220190
36351929,Owings Mills,MD,OTHER,8014 Derby Ln #3C8,21117,3.0,4.0,371300,-76.75908,39.402813,CONDO,811.0,371300.0,2500,2014-11-26,251967.0,2023.0,032100000188
11396992,Pittsburgh,PA,SOLD,739 Vermont Ave,15234,3.0,2.0,317200,-80.03718,40.36267,SINGLE_FAMILY,6886.0,337500.0,1762,2023-05-31,97500.0,2024.0,0251G00002000000
29317341,Crowley,TX,OTHER,1300 Wilderness Trl,76036,4.0,3.0,401100,-97.351494,32.556618,SINGLE_FAMILY,12109.0,401100.0,2749,2016-12-01,400721.0,2023.0,07208987
16356259,Oxnard,CA,OTHER,310 Occidental Dr,93036,4.0,2.0,802600,-119.17122,34.22585,SINGLE_FAMILY,6969.0,802600.0,4011,1996-03-18,283011.0,2023.0,1420084025
52218311,South Rockwood,MI,OTHER,5440 Carleton Rockwood Rd,48179,3.0,2.5,429500,-83.27534,42.06085,SINGLE_FAMILY,242629.0,429500.0,2982,2021-04-16,180800.0,2023.0,4801701700
125651396,Disney,OK,OTHER,318 Blue Bonnet St,74340,3.0,2.0,182000,-95.021095,36.483334,MANUFACTURED,17998.0,182000.0,1436,2020-12-18,16769.0,2023.0,E00100015018000100
17080372,San Diego,CA,SOLD,2138 Haniman Dr,92105,2.0,1.0,600000,-117.08315,32.72746,SINGLE_FAMILY,7501.0,721000.0,2619,2021-07-23,611999.0,2023.0,5420530400
25886806,Rancho Murieta,CA,OTHER,7338 Bella Union Ct,95683,2.0,2.0,349300,-121.101654,38.491127,MANUFACTURED,5227.0,349300.0,2570,2019-03-15,262149.0,2023.0,07306750450000
104248572,Port Orange,FL,OTHER,5344 Oak Breeze Ave,32128,3.0,2.0,329000,-81.05827,29.112001,SINGLE_FAMILY,5619.0,329000.0,2214,2017-12-01,178631.0,2023.0,621306000940
91400057,Rochelle,IL,SOLD,9758 E Flagg Rd,61068,2.0,1.0,92000,-89.15408,41.93794,SINGLE_FAMILY,19166.0,117000.0,850,2022-01-25,25064.0,2022.0,24184260150000
41551737,Whitleyville,TN,OTHER,782 N Fork Ln,38588,,1.5,209500,-85.72238,36.484257,SINGLE_FAMILY,317988.0,209500.0,1400,1993-07-09,26725.0,2022.0,00700703000
240294289,Clovis,CA,SOLD,3741 Euphoria Pl,93619,3.0,3.0,385000,-119.6386,36.81428,SINGLE_FAMILY,2052.0,399000.0,2162,2022-03-30,392700.0,2023.0,55344310
122761954,Hudson,NH,OTHER,107 Kimball Hill Rd #B,03051,2.0,1.5,363200,-71.37959,42.76881,CONDO,108464.0,363200.0,2444,2002-06-26,312600.0,2022.0,HDSOM179B043L002
34397532,Cincinnati,OH,OTHER,7752 Montgomery Rd UNIT 5,45236,3.0,2.5,198400,-84.38446,39.19531,TOWNHOUSE,,198400.0,2023,2017-02-06,51790.0,2023.0,6000211039500
236397242,Buffalo,MO,OTHER,88 Red Top Rd,65622,2.0,1.0,175600,-93.14187,37.558716,SINGLE_FAMILY,43560.0,175600.0,950,,15710.0,2023.0,108028000000010000
250940124,Papillion,NE,OTHER,11531 S 118th St,68046,4.0,4.0,768000,-96.09781,41.13795,SINGLE_FAMILY,15071.0,768000.0,5128,2021-04-02,567734.0,2022.0,011602889
75649155,Olathe,KS,OTHER,13901 S Summertree Ln,66062,4.0,2.5,334500,-94.77406,38.875668,SINGLE_FAMILY,9148.0,334500.0,1925,2011-07-11,34396.0,2023.0,DP745000000059
180460031,Fort Wayne,IN,OTHER,1645 Shavono Cv,46845,4.0,4.0,519000,-85.16563,41.205654,SINGLE_FAMILY,13998.0,519000.0,3499,2015-05-21,514700.0,2023.0,020229126006000058
19533296,Mountain View,CA,OTHER,668 Leona Ln,94040,4.0,2.0,3030000,-122.08269,37.375095,SINGLE_FAMILY,6120.0,3030000.0,5468,1999-04-30,776006.0,2023.0,19318015
16362356,Camarillo,CA,SOLD,816 Calle Los Gatos,93010,3.0,3.0,700000,-119.07506,34.2246,TOWNHOUSE,1899.0,784700.0,4099,2021-11-29,714000.0,2023.0,1570160605
26496222,Angleton,TX,OTHER,105 Finch Ln,77515,3.0,1.5,190600,-95.406006,29.193888,SINGLE_FAMILY,8359.0,190600.0,1548,2020-03-24,113366.0,2023.0,16700019000
14061502,Greeley,CO,OTHER,4903 W 6th St,80634,3.0,4.0,444800,-104.75894,40.42809,SINGLE_FAMILY,8778.0,444800.0,2323,1996-01-26,29350.0,2023.0,095903403034
91742347,Zeeland,MI,PENDING,1910 Greenview Ct,49464,3.0,3.0,329000,-85.93556,42.80333,SINGLE_FAMILY,7840.0,367700.0,2988,2022-07-11,,2023.0,701723303017
2062571305,Deerfield Beach,FL,SOLD,187 Lyndhurst M #187,33442,1.0,2.0,109900,-80.1365,26.309406,CONDO,,131600.0,1098,2022-08-22,,,484203JH0030
333899360,Plymouth,MI,OTHER,13786 Emrick Dr,48170,,4.5,1194000,-83.5075,42.37973,SINGLE_FAMILY,31798.0,1194000.0,8398,2020-10-29,477700.0,2023.0,78034990009703
30998593,Spencerport,NY,OTHER,446 Trimmer Rd,14559,3.0,1.0,237000,-77.8213,43.21305,SINGLE_FAMILY,42253.0,237000.0,2028,2015-02-05,123400.0,2023.0,2640890710413
82045079,Tampa,FL,OTHER,10563 Coral Key Ave,33647,4.0,3.0,484200,-82.300575,28.153004,SINGLE_FAMILY,5130.0,484200.0,2910,2011-03-21,156312.0,2022.0,2027105QZ000016000290A
47193790,Largo,FL,OTHER,1849 Betty Ln,33770,3.0,2.0,388500,-82.78314,27.929089,SINGLE_FAMILY,9147.0,388500.0,2714,2018-10-16,216346.0,2022.0,272915770400020170
74206121,Zeeland,MI,SOLD,229 E Lincoln Ave,49464,4.0,3.0,320000,-86.012924,42.808933,SINGLE_FAMILY,26136.0,361600.0,2999,2022-12-28,,2023.0,701719129015
91890359,Eliot,ME,OTHER,71 Greenwood St,03903,2.0,1.5,430000,-70.78275,43.11555,SINGLE_FAMILY,10018.0,430000.0,2500,2013-11-26,234700.0,2022.0,ELIOM10B52L
1932447,Plymouth,MN,OTHER,2120 Lancaster Ln N,55441,3.0,3.0,483600,-93.40224,45.002274,SINGLE_FAMILY,17424.0,483600.0,2566,2018-12-07,427400.0,2023.0,2511822140066
40999997,Fairfield Glade,TN,RECENTLY_SOLD,146 Anglewood Dr,38558,3.0,2.0,296000,-84.89832,36.002815,SINGLE_FAMILY,14810.0,315000.0,1999,2023-10-05,56300.0,2023.0,077G A 028.00
39588926,Toms River,NJ,OTHER,40 Nanlyn Ter,08753,3.0,3.0,543100,-74.20504,39.98216,SINGLE_FAMILY,13749.0,543100.0,3499,1984-06-27,418500.0,2023.0,08005711600008
46171520,Orlando,FL,OTHER,2704 Muscatello St,32837,4.0,2.0,421800,-81.41777,28.385185,SINGLE_FAMILY,7871.0,421800.0,2685,2010-12-14,139975.0,2023.0,292421685510260
103941580,Pengilly,MN,SOLD,14472 County Road 12,55775,4.0,2.0,472000,-93.16298,47.28039,SINGLE_FAMILY,34848.0,501000.0,1914,2022-08-26,,2023.0,144600070
68145193,Sycamore,IL,SOLD,322 E Maplewood Dr,60178,3.0,2.0,290500,-88.671616,42.002293,SINGLE_FAMILY,9583.0,359100.0,2347,2021-12-08,86314.0,2022.0,0628327011
30298567,Cheektowaga,NY,OTHER,158 Crisfield Ave,14206,3.0,1.0,197300,-78.78391,42.880787,SINGLE_FAMILY,3876.0,197300.0,1500,2021-04-05,143000.0,2023.0,14308911370310
38718222,Nutley,NJ,OTHER,151 Prospect St,07110,,,512500,-74.16761,40.813606,SINGLE_FAMILY,5001.0,512500.0,2900,1998-11-19,218000.0,2022.0,1607703000000011
244985652,Saint Augustine,FL,SOLD,230 Sweet Mango Trl,32086,3.0,2.0,330000,-81.321495,29.776083,SINGLE_FAMILY,10018.0,374700.0,2149,2021-07-02,290486.0,2023.0,1845080640
43869555,Miami,FL,OTHER,200 SE 15th Rd APT 8A,33129,1.0,1.5,382800,-80.19131,25.75654,CONDO,,382800.0,2011,2000-06-30,235438.0,2023.0,0141390340060
8379494,Kingman,AZ,RECENTLY_SOLD,4100 Airway Ave,86401,7.0,6.0,587000,-113.97307,35.224552,SINGLE_FAMILY,36154.0,600300.0,3646,2024-02-12,63084.0,2024.0,32218103A
58528262,Fort Worth,TX,OTHER,12209 Sweet Birch Ct,76244,3.0,4.0,424000,-97.257126,32.948116,SINGLE_FAMILY,7274.0,424000.0,3300,2019-05-09,380200.0,2023.0,07641591
10113748,Easton,PA,OTHER,102 Marruth Ave E,18040,3.0,1.5,334400,-75.21423,40.70734,SINGLE_FAMILY,13300.0,334400.0,2299,2001-07-10,67900.0,2023.0,K9SE31190311
133694374,East Amherst,NY,OTHER,93 Nicole Ct,14051,2.0,2.0,514600,-78.72942,43.025703,SINGLE_FAMILY,7840.0,514600.0,2514,2016-12-19,110519.0,2023.0,1422894206118
74294904,Bedford,NH,OTHER,1 Camelot Dr,03110,5.0,2.5,811000,-71.5008,42.92446,SINGLE_FAMILY,65340.0,811000.0,4208,2018-05-16,553500.0,2022.0,BEDDM33B12L5
88424471,Belleville,MI,OTHER,111 W Wabash Ave,48111,,1.0,216000,-83.48737,42.203396,SINGLE_FAMILY,7405.0,216000.0,1400,2002-12-27,78100.0,2023.0,31109020057000
43086818,Wilton Manors,FL,OTHER,1957 Coral Gardens Dr,33306,3.0,2.0,1105100,-80.12134,26.16278,SINGLE_FAMILY,7492.0,1105100.0,4999,2013-04-08,489950.0,2023.0,494225100240
34261655,Cincinnati,OH,OTHER,763 Froome Ave,45232,3.0,1.0,158100,-84.51871,39.175926,SINGLE_FAMILY,4356.0,158100.0,1500,2003-04-11,,2023.0,2190051010400
53383420,Ambler,PA,OTHER,338 Colby Ln,19002,4.0,4.5,1104400,-75.20049,40.223026,SINGLE_FAMILY,20037.0,1104400.0,6213,2002-04-08,435730.0,2023.0,360002318202
34206954,Cincinnati,OH,OTHER,6624 Merwin Ave,45227,3.0,2.0,269100,-84.38312,39.15348,SINGLE_FAMILY,3876.0,269100.0,2278,2017-04-04,56182.0,2023.0,0370002010700
73044704,Newark,DE,OTHER,2 Tally Ho Cir,19711,4.0,3.5,591400,-75.78032,39.70302,SINGLE_FAMILY,49222.0,591400.0,3385,2002-07-01,138900.0,2023.0,0900720047
2054830294,Brentwood,TN,SOLD,416 Portsdale Dr LOT 11,37027,2.0,4.0,333205,-86.68477,35.995876,TOWNHOUSE,1306.0,428800.0,2234,2021-09-23,,,181150A00800CO
333804343,Carlisle,PA,SOLD,1525 Newville Rd,17015,4.0,2.0,950000,-77.24887,40.20274,SINGLE_FAMILY,2732083.0,813800.0,4715,2022-07-15,304900.0,2023.0,46070473018
54467914,Upper Marlboro,MD,OTHER,8911 Town Center Cir #4209,20774,2.0,2.0,293200,-76.84145,38.898445,MULTI_FAMILY,1686.0,293200.0,2234,2015-03-07,186000.0,2023.0,133312295
31657026,Syracuse,NY,SOLD,202 John St,13208,3.0,1.0,82000,-76.14683,43.064377,SINGLE_FAMILY,2178.0,106400.0,1700,2022-09-27,37000.0,2023.0,31150000900000230010000000
202032703,Summerville,SC,RECENTLY_SOLD,132 Daniels Ridge Dr,29485,4.0,3.0,442500,-80.22031,32.965343,SINGLE_FAMILY,7840.0,443100.0,2454,2024-05-17,11781.0,2022.0,1521507016000
45391148,Fort Myers,FL,OTHER,421 Baltimore Ave,33905,2.0,1.0,135800,-81.81957,26.673021,SINGLE_FAMILY,9931.0,135800.0,1749,1999-08-25,62130.0,2023.0,04442520000010050
117809313,Rapid City,SD,OTHER,622 Country Rd W,57701,3.0,2.0,314900,-103.2239,44.12599,SINGLE_FAMILY,6098.0,314900.0,1973,2021-04-02,284100.0,2023.0,2013379002
78804424,Copperas Cove,TX,SOLD,610 S 1st St,76522,3.0,3.0,0,-97.90604,31.120174,SINGLE_FAMILY,7200.0,195400.0,1399,2021-08-19,154297.0,2023.0,121693
63550523,Lubbock,TX,OTHER,6718 85th St,79424,3.0,2.0,235500,-101.96323,33.516758,SINGLE_FAMILY,5600.0,235500.0,1756,2018-08-13,204179.0,2023.0,R166939
94841561,Columbus,GA,OTHER,2525 Norris Rd APT 105,31907,2.0,2.0,168200,-84.939,32.48629,CONDO,,168200.0,1381,2019-04-02,68136.0,2023.0,068050001105
46897579,Royal Palm Beach,FL,OTHER,1506 Lakeview Dr E,33411,2.0,2.0,252900,-80.226585,26.709463,APARTMENT,43560.0,252900.0,2199,2018-09-06,156090.0,2023.0,72414323020150060
123696950,Oklahoma City,OK,SOLD,9460 SW 29th Ter,73128,3.0,2.0,240000,-97.68285,35.435497,SINGLE_FAMILY,6860.0,254300.0,1794,2022-10-28,22253.0,2022.0,9460NONE29th73128
25608439,Mission Viejo,CA,OTHER,26601 Domingo Dr,92692,3.0,2.5,1296900,-117.6474,33.576447,SINGLE_FAMILY,4200.0,1296900.0,4500,1989-10-27,465953.0,2023.0,78227270
25480300,Newport Beach,CA,OTHER,14 Rue Deauville,92660,3.0,3.0,3297700,-117.869446,33.627575,SINGLE_FAMILY,7840.0,3297700.0,11499,2009-09-10,1550870.0,2023.0,44222111
61185035,Woodbridge,VA,OTHER,16907 Chapel Hill Ct,22191,5.0,5.0,898400,-77.27268,38.59533,SINGLE_FAMILY,11238.0,898400.0,4133,2002-12-31,759300.0,2023.0,8390327022
30156811,Buffalo,NY,OTHER,56 Virgil Ave,14216,6.0,2.0,366700,-78.864845,42.949455,MULTI_FAMILY,6000.0,366700.0,2317,2000-01-31,203000.0,2023.0,1402007863411
6987213,North Las Vegas,NV,OTHER,3903 Barker Way,89032,3.0,2.0,422000,-115.18801,36.23042,SINGLE_FAMILY,10454.0,422000.0,1899,1994-09-12,89920.0,2024.0,13908114056
60105289,Vernon,CT,OTHER,49 Richard Rd,06066,4.0,2.5,399000,-72.473434,41.80482,SINGLE_FAMILY,14810.0,399000.0,3469,2013-02-11,169760.0,2023.0,VERNM14B0167L00012
45311785,Leesburg,FL,SOLD,2406 Woodside Dr,34748,2.0,2.0,250000,-81.88708,28.844666,SINGLE_FAMILY,12900.0,265400.0,1849,2022-12-28,164476.0,2023.0,101924065000002100
105187038,Fort Gaines,GA,OTHER,470 Mount Calvary Rd,39851,3.0,3.0,314300,-84.97766,31.49382,SINGLE_FAMILY,656884.0,314300.0,2016,2019-09-23,62692.0,2023.0,029010D
29734251,Binghamton,NY,OTHER,39 Mill Rd,13901,3.0,2.0,155400,-75.90282,42.178825,SINGLE_FAMILY,43560.0,155400.0,1914,2005-07-28,60700.0,2023.0,03240009415112
71771016,West Des Moines,IA,OTHER,6255 Beechtree Dr UNIT 5204,50266,3.0,2.0,190000,-93.79438,41.57195,CONDO,,190000.0,1199,2005-01-21,160690.0,2023.0,1612480108
54095386,Lubbock,TX,OTHER,10315 Knoxville Pl,79423,3.0,2.5,258300,-101.89287,33.499996,SINGLE_FAMILY,5166.0,258300.0,1849,2016-03-31,250226.0,2023.0,R142734
85334499,Brownsburg,IN,OTHER,705 Kingston Cir,46112,3.0,2.0,262100,-86.38608,39.859695,SINGLE_FAMILY,9583.0,262100.0,1794,2006-06-15,206800.0,2023.0,320702278001000026
55286285,Surprise,AZ,OTHER,15438 W Maui Ln,85379,,2.0,346200,-112.391624,33.62115,SINGLE_FAMILY,6629.0,346200.0,1608,2002-10-03,25100.0,2023.0,50195455
114046249,Fincastle,KY,OTHER,4602 Shenandoah Dr,40241,1.0,1.0,203300,-85.54379,38.309933,SINGLE_FAMILY,9470.0,203300.0,1498,2006-07-25,124910.0,2020.0,165605630000
20986502,Gardena,CA,OTHER,14510 S Denver Ave,90248,3.0,2.0,776800,-118.28411,33.89998,SINGLE_FAMILY,5690.0,776800.0,3800,1997-03-06,241044.0,2023.0,6119008024
62547469,Uncasville,CT,OTHER,33 Glen Crag Pl,06382,3.0,3.0,480900,-72.11686,41.46447,SINGLE_FAMILY,46609.0,480900.0,3058,2000-08-04,244090.0,2023.0,MONTM040B006L013
33986573,Reynoldsburg,OH,SOLD,664 Bainbrook Ct,43068,4.0,2.0,246000,-82.813736,39.96909,SINGLE_FAMILY,9583.0,287800.0,1898,2022-07-12,74550.0,2023.0,060004362
71059573,Ocoee,FL,OTHER,2545 Azzurra Ln,34761,4.0,2.0,443100,-81.55595,28.60693,SINGLE_FAMILY,9000.0,443100.0,2595,2016-07-05,289694.0,2023.0,282206924401630
106458654,Manistee,MI,OTHER,709 Maple St,49660,4.0,1.0,203200,-86.32378,44.23894,SINGLE_FAMILY,7405.0,203200.0,1687,2017-11-30,67800.0,2023.0,5164772103
12572885,Vinton,VA,OTHER,220 W Augusta Ave,24179,3.0,1.0,167800,-79.90246,37.275448,SINGLE_FAMILY,43560.0,167800.0,1650,1976-01-01,136400.0,2023.0,060150524000000
102886172,Spencer,IN,OTHER,1114 W Porter Ridge Rd,47460,3.0,2.0,149700,-86.7891,39.184616,MANUFACTURED,42253.0,149700.0,912,2013-12-23,88000.0,2023.0,601730300130010016
65930223,Cumberland,RI,OTHER,30 Linwood Rd,02864,4.0,2.0,495400,-71.40205,41.948933,SINGLE_FAMILY,9583.0,495400.0,3231,2020-05-26,363200.0,2023.0,CUMBM021B0395L000
118367762,Philadelphia,PA,OTHER,2415 Roma Dr,19145,4.0,3.0,682300,-75.190025,39.91289,TOWNHOUSE,4410.0,682300.0,3436,2015-07-07,610900.0,2023.0,262403100
6571732,Lincoln,NE,OTHER,1224 Campfire Cir,68512,3.0,3.5,329300,-96.70383,40.74625,SINGLE_FAMILY,8276.0,329300.0,1980,1993-06-28,296800.0,2023.0,0914404010000
858375,Urbandale,IA,OTHER,3932 64th St,50322,3.0,1.0,236100,-93.70567,41.632843,SINGLE_FAMILY,8450.0,236100.0,1562,2016-07-11,234700.0,2023.0,31202932000000
170947131,Port Orange,FL,OTHER,822 Sugar House Blvd,32129,2.0,1.5,207400,-81.00806,29.146206,SINGLE_FAMILY,,207400.0,1632,2004-10-14,58211.0,2023.0,633708010050
124514139,Mandan,ND,SOLD,1616 12th Ave SE,58554,2.0,1.0,0,-100.87499,46.809334,SINGLE_FAMILY,7013.0,200900.0,1294,2023-06-23,8074.0,2023.0,654228000
52267822,Fayetteville,GA,OTHER,305 Grooms Rd,30215,,,798900,-84.481316,33.346275,SINGLE_FAMILY,313632.0,798900.0,4143,1994-05-16,285376.0,2023.0,0436083
246650924,Bandera,TX,OTHER,4732 Fm 470,78003,2.0,2.0,480200,-99.17294,29.696926,SINGLE_FAMILY,653400.0,480200.0,1398,2018-10-10,343200.0,2023.0,00139201800027
1317927,Indianapolis,IN,OTHER,1235 Country Creek Ct,46234,3.0,2.5,224900,-86.30794,39.782063,SINGLE_FAMILY,4356.0,224900.0,1739,2021-02-17,172600.0,2023.0,490533122069000900
66668179,Garnet Valley,PA,OTHER,110 S Valentine Dr,19060,4.0,3.0,703000,-75.48115,39.865902,SINGLE_FAMILY,6098.0,703000.0,4209,2018-06-29,449340.0,2023.0,13000092080
338813522,Tipp City,OH,SOLD,4204 Forestedge St,45371,2.0,2.0,369671,-84.110916,39.887123,SINGLE_FAMILY,9583.0,414300.0,2808,2023-03-17,2100.0,2022.0,P48003993
58033010,West Haven,CT,OTHER,307 Meloy Rd,06516,3.0,1.5,330800,-72.98023,41.279648,SINGLE_FAMILY,9583.0,330800.0,2929,2006-07-12,127680.0,2023.0,WHAVM0046B0273L0000
2081479785,Richmond,KY,OTHER,525 Kincaid Ln,40475,4.0,2.0,265100,-84.28476,37.704628,SINGLE_FAMILY,8642.0,265100.0,1798,2020-03-18,,,
92209309,Mount Royal,NJ,OTHER,112 Acorn Dr,08061,,,397300,-75.20116,39.80072,SINGLE_FAMILY,1960.0,397300.0,2828,2009-03-18,212200.0,2023.0,03014020300038
